id,name,annotation
b3519,G_b3519,"OrderedDict([('asap', 'ABE-0011497'), ('ecogene', 'EG12245'), ('ncbigene', '948037'), ('ncbigi', 'gi:16131391'), ('uniprot', 'P62601')])"
b0910,G_b0910,"OrderedDict([('asap', 'ABE-0003101'), ('ecogene', 'EG11265'), ('ncbigene', '945535'), ('ncbigi', 'gi:16128877'), ('uniprot', 'P0A6I0')])"
b3648,G_b3648,"OrderedDict([('asap', 'ABE-0011930'), ('ecogene', 'EG10965'), ('ncbigene', '948163'), ('ncbigi', 'gi:16131519'), ('uniprot', 'P60546')])"
b2221,G_b2221,"OrderedDict([('asap', 'ABE-0007347'), ('ecogene', 'EG11669'), ('ncbigene', '947525'), ('ncbigi', 'gi:16130158'), ('uniprot', 'P76458')])"
b2222,G_b2222,"OrderedDict([('asap', 'ABE-0007349'), ('ecogene', 'EG11670'), ('ncbigene', '946719'), ('ncbigi', 'gi:16130159'), ('uniprot', 'P76459')])"
b1694,G_b1694,"OrderedDict([('asap', 'ABE-0005656'), ('ecogene', 'EG12432'), ('ncbigene', '946211'), ('ncbigi', 'gi:16129650'), ('uniprot', 'P37766')])"
b2039,G_b2039,"OrderedDict([('asap', 'ABE-0006762'), ('ecogene', 'EG11978'), ('ncbigene', '945154'), ('ncbigi', 'gi:16129979'), ('uniprot', 'P37744')])"
b3789,G_b3789,"OrderedDict([('asap', 'ABE-0012379'), ('ecogene', 'EG11454'), ('ncbigene', '948299'), ('ncbigi', 'gi:16131645'), ('uniprot', 'P61887')])"
b2041,G_b2041,"OrderedDict([('asap', 'ABE-0006766'), ('ecogene', 'EG12412'), ('ncbigene', '945276'), ('ncbigi', 'gi:16129981'), ('uniprot', 'P37759')])"
b3788,G_b3788,"OrderedDict([('asap', 'ABE-0012376'), ('ecogene', 'EG11453'), ('ncbigene', '948300'), ('ncbigi', 'gi:49176411'), ('uniprot', 'P27830')])"
b2036,G_b2036,"OrderedDict([('asap', 'ABE-0006755'), ('ecogene', 'EG11981'), ('ncbigene', '945235'), ('ncbigi', 'gi:16129976'), ('uniprot', 'P37747')])"
b2038,G_b2038,"OrderedDict([('asap', 'ABE-0006759'), ('ecogene', 'EG11979'), ('ncbigene', '947482'), ('ncbigi', 'gi:16129978'), ('uniprot', 'P37745')])"
b2040,G_b2040,"OrderedDict([('asap', 'ABE-0006764'), ('ecogene', 'EG12411'), ('ncbigene', '947117'), ('ncbigi', 'gi:16129980'), ('uniprot', 'P37760')])"
b0512,G_b0512,"OrderedDict([('asap', 'ABE-0001768'), ('ecogene', 'EG13619'), ('ncbigene', '945134'), ('ncbigi', 'gi:16128496'), ('uniprot', 'P77671')])"
b3972,G_b3972,"OrderedDict([('asap', 'ABE-0012999'), ('ecogene', 'EG11205'), ('ncbigene', '948470'), ('ncbigi', 'gi:16131806'), ('uniprot', 'P08373')])"
s0001,G_s0001,
b3617,G_b3617,"OrderedDict([('asap', 'ABE-0011832'), ('ecogene', 'EG10512'), ('ncbigene', '948138'), ('ncbigi', 'gi:16131488'), ('uniprot', 'P0AB77')])"
b0030,G_b0030,"OrderedDict([('asap', 'ABE-0000109'), ('ecogene', 'EG11082'), ('ncbigene', '944796'), ('ncbigi', 'gi:16128024'), ('uniprot', 'P22564')])"
b0200,G_b0200,"OrderedDict([('asap', 'ABE-0000675'), ('ecogene', 'EG11736'), ('ncbigene', '944879'), ('ncbigi', 'gi:16128193'), ('uniprot', 'P63228')])"
b0222,G_b0222,"OrderedDict([('asap', 'ABE-0000751'), ('ecogene', 'EG13146'), ('ncbigene', '949134'), ('ncbigi', 'gi:16128208'), ('uniprot', 'P63224')])"
b0038,G_b0038,"OrderedDict([('asap', 'ABE-0000136'), ('ecogene', 'EG11559'), ('ncbigene', '948997'), ('ncbigi', 'gi:16128032'), ('uniprot', 'P31572')])"
b0036,G_b0036,"OrderedDict([('asap', 'ABE-0000130'), ('ecogene', 'EG11557'), ('ncbigene', '948995'), ('ncbigi', 'gi:221800779'), ('uniprot', 'P31551')])"
b3844,G_b3844,"OrderedDict([('asap', 'ABE-0012559'), ('ecogene', 'EG10334'), ('ncbigene', '948325'), ('ncbigi', 'gi:16131690'), ('uniprot', 'P0AEN1')])"
b2784,G_b2784,"OrderedDict([('asap', 'ABE-0009125'), ('ecogene', 'EG10835'), ('ncbigene', '947244'), ('ncbigi', 'gi:16130691'), ('uniprot', 'P0AG20')])"
b2431,G_b2431,"OrderedDict([('asap', 'ABE-0008015'), ('ecogene', 'EG14165'), ('ncbigene', '946913'), ('ncbigi', 'gi:90111433'), ('uniprot', 'P76536')])"
b1019,G_b1019,"OrderedDict([('asap', 'ABE-0003451'), ('ecogene', 'EG11735'), ('ncbigene', '946500'), ('ncbigi', 'gi:16128983'), ('uniprot', 'P31545')])"
b0475,G_b0475,"OrderedDict([('asap', 'ABE-0001649'), ('ecogene', 'EG10431'), ('ncbigene', '947532'), ('ncbigi', 'gi:16128459'), ('uniprot', 'P23871')])"
b4040,G_b4040,"OrderedDict([('asap', 'ABE-0013229'), ('ecogene', 'EG11370'), ('ncbigene', '948540'), ('ncbigi', 'gi:16131866'), ('uniprot', 'P0AGK1')])"
b3974,G_b3974,"OrderedDict([('asap', 'ABE-0013003'), ('ecogene', 'EG10922'), ('ncbigene', '948479'), ('ncbigi', 'gi:16131808'), ('uniprot', 'P0A6I3')])"
b0103,G_b0103,"OrderedDict([('asap', 'ABE-0000357'), ('ecogene', 'EG12312'), ('ncbigene', '949060'), ('ncbigi', 'gi:16128096'), ('uniprot', 'P0A6I9')])"
b2104,G_b2104,"OrderedDict([('asap', 'ABE-0006960'), ('ecogene', 'EG14069'), ('ncbigene', '945142'), ('ncbigi', 'gi:16130042'), ('uniprot', 'P76423')])"
b1215,G_b1215,"OrderedDict([('asap', 'ABE-0004077'), ('ecogene', 'EG10518'), ('ncbigene', '945785'), ('ncbigi', 'gi:16129178'), ('uniprot', 'P0A715')])"
b3198,G_b3198,"OrderedDict([('asap', 'ABE-0010506'), ('ecogene', 'EG12804'), ('ncbigene', '947717'), ('ncbigi', 'gi:16131088'), ('uniprot', 'P0ABZ4')])"
b1747,G_b1747,"OrderedDict([('asap', 'ABE-0005822'), ('ecogene', 'EG13998'), ('ncbigene', '946261'), ('ncbigi', 'gi:16129701'), ('uniprot', 'P0AE37')])"
b1744,G_b1744,"OrderedDict([('asap', 'ABE-0005815'), ('ecogene', 'EG13995'), ('ncbigene', '946256'), ('ncbigi', 'gi:16129698'), ('uniprot', 'P76215')])"
b0340,G_b0340,"OrderedDict([('asap', 'ABE-0001173'), ('ecogene', 'EG10175'), ('ncbigene', '948998'), ('ncbigi', 'gi:16128325'), ('uniprot', 'P00816')])"
b2988,G_b2988,"OrderedDict([('asap', 'ABE-0009804'), ('ecogene', 'EG12882'), ('ncbigene', '947474'), ('ncbigi', 'gi:16130888'), ('uniprot', 'P0AES0')])"
b2883,G_b2883,"OrderedDict([('asap', 'ABE-0009465'), ('ecogene', 'EG13066'), ('ncbigene', '947366'), ('ncbigi', 'gi:16130785'), ('uniprot', 'P76641')])"
b1098,G_b1098,"OrderedDict([('asap', 'ABE-0003714'), ('ecogene', 'EG12302'), ('ncbigene', '945663'), ('ncbigi', 'gi:16129061'), ('uniprot', 'P0A720')])"
b0888,G_b0888,"OrderedDict([('asap', 'ABE-0003018'), ('ecogene', 'EG11032'), ('ncbigene', '949054'), ('ncbigi', 'gi:16128855'), ('uniprot', 'P0A9P4')])"
b0688,G_b0688,"OrderedDict([('asap', 'ABE-0002345'), ('ecogene', 'EG12144'), ('ncbigene', '945271'), ('ncbigi', 'gi:16128664'), ('uniprot', 'P36938')])"
b1317,G_b1317,"OrderedDict([('asap', 'ABE-0004420'), ('ecogene', 'EG13918'), ('ncbigene', '945891'), ('ncbigi', 'gi:16129278'), ('uniprot', 'P77366')])"
b2690,G_b2690,"OrderedDict([('asap', 'ABE-0008850'), ('ecogene', 'EG13530'), ('ncbigene', '945776'), ('ncbigi', 'gi:16130602'), ('uniprot', 'P77475')])"
b2168,G_b2168,"OrderedDict([('asap', 'ABE-0007174'), ('ecogene', 'EG10337'), ('ncbigene', '946676'), ('ncbigi', 'gi:16130106'), ('uniprot', 'P0AEW9')])"
b2687,G_b2687,"OrderedDict([('asap', 'ABE-0008842'), ('ecogene', 'EG12712'), ('ncbigene', '947168'), ('ncbigi', 'gi:16130599'), ('uniprot', 'P45578')])"
b4196,G_b4196,"OrderedDict([('asap', 'ABE-0013729'), ('ecogene', 'EG12496'), ('ncbigene', '948714'), ('ncbigi', 'gi:16132018'), ('uniprot', 'P39304')])"
b3581,G_b3581,"OrderedDict([('asap', 'ABE-0011698'), ('ecogene', 'EG12285'), ('ncbigene', '948098'), ('ncbigi', 'gi:16131452'), ('uniprot', 'P37678')])"
b3582,G_b3582,"OrderedDict([('asap', 'ABE-0011700'), ('ecogene', 'EG12286'), ('ncbigene', '948100'), ('ncbigi', 'gi:90111618'), ('uniprot', 'P37679')])"
b4197,G_b4197,"OrderedDict([('asap', 'ABE-0013732'), ('ecogene', 'EG12497'), ('ncbigene', '948712'), ('ncbigi', 'gi:16132019'), ('uniprot', 'P39305')])"
b3575,G_b3575,"OrderedDict([('asap', 'ABE-0011682'), ('ecogene', 'EG12279'), ('ncbigene', '948096'), ('ncbigi', 'gi:16131446'), ('uniprot', 'P37672')])"
b0312,G_b0312,"OrderedDict([('asap', 'ABE-0001072'), ('ecogene', 'EG10110'), ('ncbigene', '947376'), ('ncbigi', 'gi:16128297'), ('uniprot', 'P17445')])"
b0403,G_b0403,"OrderedDict([('asap', 'ABE-0001402'), ('ecogene', 'EG10565'), ('ncbigene', '949131'), ('ncbigi', 'gi:345452716'), ('uniprot', 'P21517')])"
b0207,G_b0207,"OrderedDict([('asap', 'ABE-0000692'), ('ecogene', 'EG11648'), ('ncbigene', '944901'), ('ncbigi', 'gi:16128194'), ('uniprot', 'P30863')])"
b3012,G_b3012,"OrderedDict([('asap', 'ABE-0009892'), ('ecogene', 'EG13015'), ('ncbigene', '947495'), ('ncbigi', 'gi:90111527'), ('uniprot', 'Q46857')])"
b3962,G_b3962,"OrderedDict([('asap', 'ABE-0012975'), ('ecogene', 'EG11428'), ('ncbigene', '948461'), ('ncbigi', 'gi:90111670'), ('uniprot', 'P27306')])"
b0937,G_b0937,"OrderedDict([('asap', 'ABE-0003182'), ('ecogene', 'EG13708'), ('ncbigene', '945947'), ('ncbigi', 'gi:16128904'), ('uniprot', 'P80644')])"
b2763,G_b2763,"OrderedDict([('asap', 'ABE-0009061'), ('ecogene', 'EG10190'), ('ncbigene', '947231'), ('ncbigi', 'gi:16130670'), ('uniprot', 'P17846')])"
b2764,G_b2764,"OrderedDict([('asap', 'ABE-0009063'), ('ecogene', 'EG10191'), ('ncbigene', '947239'), ('ncbigi', 'gi:16130671'), ('uniprot', 'P38038')])"
b2563,G_b2563,"OrderedDict([('asap', 'ABE-0008433'), ('ecogene', 'EG10247'), ('ncbigene', '947037'), ('ncbigi', 'gi:16130488'), ('uniprot', 'P24224')])"
b3475,G_b3475,"OrderedDict([('asap', 'ABE-0011351'), ('ecogene', 'EG12221'), ('ncbigene', '947979'), ('ncbigi', 'gi:16131347'), ('uniprot', 'P37623')])"
b2507,G_b2507,"OrderedDict([('asap', 'ABE-0008254'), ('ecogene', 'EG10420'), ('ncbigene', '947334'), ('ncbigi', 'gi:16130432'), ('uniprot', 'P04079')])"
b1982,G_b1982,"OrderedDict([('asap', 'ABE-0006579'), ('ecogene', 'EG10039'), ('ncbigene', '946508'), ('ncbigi', 'gi:16129926'), ('uniprot', 'P0AE12')])"
b1812,G_b1812,"OrderedDict([('asap', 'ABE-0006031'), ('ecogene', 'EG10683'), ('ncbigene', '946337'), ('ncbigi', 'gi:16129766'), ('uniprot', 'P05041')])"
b3360,G_b3360,"OrderedDict([('asap', 'ABE-0010983'), ('ecogene', 'EG10682'), ('ncbigene', '947873'), ('ncbigi', 'gi:16131239'), ('uniprot', 'P00903')])"
b1096,G_b1096,"OrderedDict([('asap', 'ABE-0003709'), ('ecogene', 'EG11493'), ('ncbigene', '946647'), ('ncbigi', 'gi:16129059'), ('uniprot', 'P28305')])"
b4039,G_b4039,"OrderedDict([('asap', 'ABE-0013227'), ('ecogene', 'EG11369'), ('ncbigene', '948545'), ('ncbigi', 'gi:90111677'), ('uniprot', 'P26602')])"
b1200,G_b1200,"OrderedDict([('asap', 'ABE-0004029'), ('ecogene', 'EG13901'), ('ncbigene', '945747'), ('ncbigi', 'gi:162135900'), ('uniprot', 'P76015')])"
b2415,G_b2415,"OrderedDict([('asap', 'ABE-0007962'), ('ecogene', 'EG10788'), ('ncbigene', '946886'), ('ncbigi', 'gi:16130341'), ('uniprot', 'P0AA04')])"
b1199,G_b1199,"OrderedDict([('asap', 'ABE-0004026'), ('ecogene', 'EG13900'), ('ncbigene', '945748'), ('ncbigi', 'gi:16129162'), ('uniprot', 'P76014')])"
b2416,G_b2416,"OrderedDict([('asap', 'ABE-0007967'), ('ecogene', 'EG10789'), ('ncbigene', '946879'), ('ncbigi', 'gi:16130342'), ('uniprot', 'P08839')])"
b1198,G_b1198,"OrderedDict([('asap', 'ABE-0004024'), ('ecogene', 'EG12399'), ('ncbigene', '945749'), ('ncbigi', 'gi:226524708'), ('uniprot', 'P37349')])"
b0171,G_b0171,"OrderedDict([('asap', 'ABE-0000582'), ('ecogene', 'EG11539'), ('ncbigene', '944989'), ('ncbigi', 'gi:16128164'), ('uniprot', 'P0A7E9')])"
b4477,G_b4477,"OrderedDict([('asap', 'ABE-0174107'), ('ecogene', 'EG11716'), ('ncbigene', '2847766'), ('ncbigi', 'gi:49176391'), ('uniprot', 'Q6BF16')])"
b2498,G_b2498,"OrderedDict([('asap', 'ABE-0008224'), ('ecogene', 'EG11332'), ('ncbigene', '946979'), ('ncbigi', 'gi:90111448'), ('uniprot', 'P0A8F0')])"
b2780,G_b2780,"OrderedDict([('asap', 'ABE-0009112'), ('ecogene', 'EG10810'), ('ncbigene', '946116'), ('ncbigi', 'gi:16130687'), ('uniprot', 'P0A7E5')])"
b0087,G_b0087,"OrderedDict([('asap', 'ABE-0000316'), ('ecogene', 'EG10604'), ('ncbigene', '944814'), ('ncbigi', 'gi:16128080'), ('uniprot', 'P0A6W3')])"
b0090,G_b0090,"OrderedDict([('asap', 'ABE-0000322'), ('ecogene', 'EG10623'), ('ncbigene', '946321'), ('ncbigi', 'gi:16128083'), ('uniprot', 'P17443')])"
b3946,G_b3946,"OrderedDict([('asap', 'ABE-0012915'), ('ecogene', 'EG11905'), ('ncbigene', '948439'), ('ncbigi', 'gi:16131784'), ('uniprot', 'P32669')])"
b0825,G_b0825,"OrderedDict([('asap', 'ABE-0002818'), ('ecogene', 'EG13471'), ('ncbigene', '945449'), ('ncbigi', 'gi:90111174'), ('uniprot', 'P78055')])"
b3619,G_b3619,"OrderedDict([('asap', 'ABE-0011843'), ('ecogene', 'EG10838'), ('ncbigene', '948134'), ('ncbigi', 'gi:16131490'), ('uniprot', 'P67910')])"
b4267,G_b4267,"OrderedDict([('asap', 'ABE-0013975'), ('ecogene', 'EG12541'), ('ncbigene', '944769'), ('ncbigi', 'gi:16132089'), ('uniprot', 'P39346')])"
b1033,G_b1033,"OrderedDict([('asap', 'ABE-0003503'), ('ecogene', 'EG13869'), ('ncbigene', '946431'), ('ncbigi', 'gi:90111205'), ('uniprot', 'P75913')])"
b3957,G_b3957,"OrderedDict([('asap', 'ABE-0012955'), ('ecogene', 'EG11286'), ('ncbigene', '948456'), ('ncbigi', 'gi:16131795'), ('uniprot', 'P23908')])"
b1623,G_b1623,"OrderedDict([('asap', 'ABE-0005435'), ('ecogene', 'EG10030'), ('ncbigene', '945851'), ('ncbigi', 'gi:16129581'), ('uniprot', 'P22333')])"
b3665,G_b3665,"OrderedDict([('asap', 'ABE-0011979'), ('ecogene', 'EG11692'), ('ncbigene', '948210'), ('ncbigi', 'gi:16131535'), ('uniprot', 'P31441')])"
b4177,G_b4177,"OrderedDict([('asap', 'ABE-0013672'), ('ecogene', 'EG10790'), ('ncbigene', '948695'), ('ncbigi', 'gi:16131999'), ('uniprot', 'P0A7D4')])"
b0677,G_b0677,"OrderedDict([('asap', 'ABE-0002301'), ('ecogene', 'EG10632'), ('ncbigene', '945289'), ('ncbigi', 'gi:16128653'), ('uniprot', 'P0AF18')])"
b1767,G_b1767,"OrderedDict([('asap', 'ABE-0005886'), ('ecogene', 'EG10045'), ('ncbigene', '946278'), ('ncbigi', 'gi:16129721'), ('uniprot', 'P0A962')])"
b0828,G_b0828,"OrderedDict([('asap', 'ABE-0002828'), ('ecogene', 'EG12407'), ('ncbigene', '945456'), ('ncbigi', 'gi:16128796'), ('uniprot', 'P37595')])"
b3744,G_b3744,"OrderedDict([('asap', 'ABE-0012242'), ('ecogene', 'EG10091'), ('ncbigene', '948258'), ('ncbigi', 'gi:16131612'), ('uniprot', 'P00963')])"
b0674,G_b0674,"OrderedDict([('asap', 'ABE-0002292'), ('ecogene', 'EG10092'), ('ncbigene', '945281'), ('ncbigi', 'gi:16128650'), ('uniprot', 'P22106')])"
b4244,G_b4244,"OrderedDict([('asap', 'ABE-0013889'), ('ecogene', 'EG10811'), ('ncbigene', '948763'), ('ncbigi', 'gi:16132066'), ('uniprot', 'P0A7F3')])"
b4245,G_b4245,"OrderedDict([('asap', 'ABE-0013892'), ('ecogene', 'EG10805'), ('ncbigene', '948767'), ('ncbigi', 'gi:16132067'), ('uniprot', 'P0A786')])"
b0029,G_b0029,"OrderedDict([('asap', 'ABE-0000103'), ('ecogene', 'EG11081'), ('ncbigene', '944777'), ('ncbigi', 'gi:16128023'), ('uniprot', 'P62623')])"
b1092,G_b1092,"OrderedDict([('asap', 'ABE-0003698'), ('ecogene', 'EG11317'), ('ncbigene', '945766'), ('ncbigi', 'gi:16129055'), ('uniprot', 'P0AAI9')])"
b3809,G_b3809,"OrderedDict([('asap', 'ABE-0012442'), ('ecogene', 'EG10209'), ('ncbigene', '948364'), ('ncbigi', 'gi:90111650'), ('uniprot', 'P0A6K1')])"
b0031,G_b0031,"OrderedDict([('asap', 'ABE-0000112'), ('ecogene', 'EG10206'), ('ncbigene', '944762'), ('ncbigi', 'gi:16128025'), ('uniprot', 'P04036')])"
b0003,G_b0003,"OrderedDict([('asap', 'ABE-0000010'), ('ecogene', 'EG10999'), ('ncbigene', '947498'), ('ncbigi', 'gi:16127997'), ('uniprot', 'P00547')])"
b1748,G_b1748,"OrderedDict([('asap', 'ABE-0005824'), ('ecogene', 'EG13999'), ('ncbigene', '946255'), ('ncbigi', 'gi:16129702'), ('uniprot', 'P77581')])"
b3359,G_b3359,"OrderedDict([('asap', 'ABE-0010976'), ('ecogene', 'EG10066'), ('ncbigene', '947864'), ('ncbigi', 'gi:16131238'), ('uniprot', 'P18335')])"
b0004,G_b0004,"OrderedDict([('asap', 'ABE-0000012'), ('ecogene', 'EG11000'), ('ncbigene', '945198'), ('ncbigi', 'gi:16127998'), ('uniprot', 'P00934')])"
b4013,G_b4013,"OrderedDict([('asap', 'ABE-0013121'), ('ecogene', 'EG10581'), ('ncbigene', '948513'), ('ncbigi', 'gi:16131839'), ('uniprot', 'P07623')])"
b2601,G_b2601,"OrderedDict([('asap', 'ABE-0008549'), ('ecogene', 'EG10078'), ('ncbigene', '947084'), ('ncbigi', 'gi:16130522'), ('uniprot', 'P00888')])"
b0754,G_b0754,"OrderedDict([('asap', 'ABE-0002560'), ('ecogene', 'EG10079'), ('ncbigene', '945605'), ('ncbigi', 'gi:16128722'), ('uniprot', 'P0AB91')])"
b1704,G_b1704,"OrderedDict([('asap', 'ABE-0005686'), ('ecogene', 'EG10080'), ('ncbigene', '946229'), ('ncbigi', 'gi:16129660'), ('uniprot', 'P00887')])"
b2700,G_b2700,"OrderedDict([('asap', 'ABE-0008882'), ('ecogene', 'EG12698'), ('ncbigene', '947169'), ('ncbigi', 'gi:16130607'), ('uniprot', 'P0A6G3')])"
b1768,G_b1768,"OrderedDict([('asap', 'ABE-0005891'), ('ecogene', 'EG11135'), ('ncbigene', '946276'), ('ncbigi', 'gi:90111327'), ('uniprot', 'P21369')])"
b1014,G_b1014,"OrderedDict([('asap', 'ABE-0003424'), ('ecogene', 'EG10801'), ('ncbigene', '945600'), ('ncbigi', 'gi:16128980'), ('uniprot', 'P09546')])"
b1584,G_b1584,"OrderedDict([('asap', 'ABE-0005286'), ('ecogene', 'EG12447'), ('ncbigene', '946117'), ('ncbigi', 'gi:16129542'), ('uniprot', 'P0A951')])"
b3790,G_b3790,"OrderedDict([('asap', 'ABE-0012382'), ('ecogene', 'EG11455'), ('ncbigene', '948298'), ('ncbigi', 'gi:145698332'), ('uniprot', 'P27832')])"
b4014,G_b4014,"OrderedDict([('asap', 'ABE-0013125'), ('ecogene', 'EG10023'), ('ncbigene', '948512'), ('ncbigi', 'gi:16131840'), ('uniprot', 'P08997')])"
b2976,G_b2976,"OrderedDict([('asap', 'ABE-0009767'), ('ecogene', 'EG20080'), ('ncbigene', '948857'), ('ncbigi', 'gi:16130876'), ('uniprot', 'P37330')])"
b1897,G_b1897,"OrderedDict([('asap', 'ABE-0006320'), ('ecogene', 'EG11752'), ('ncbigene', '946406'), ('ncbigi', 'gi:16129849'), ('uniprot', 'P31678')])"
b3034,G_b3034,"OrderedDict([('asap', 'ABE-0009961'), ('ecogene', 'EG12184'), ('ncbigene', '947519'), ('ncbigi', 'gi:16130930'), ('uniprot', 'Q93K97')])"
b3397,G_b3397,"OrderedDict([('asap', 'ABE-0011086'), ('ecogene', 'EG12926'), ('ncbigene', '947906'), ('ncbigi', 'gi:16131274'), ('uniprot', 'P45799')])"
b0062,G_b0062,"OrderedDict([('asap', 'ABE-0000221'), ('ecogene', 'EG10052'), ('ncbigene', '947511'), ('ncbigi', 'gi:16128056'), ('uniprot', 'P08202')])"
b3600,G_b3600,"OrderedDict([('asap', 'ABE-0011767'), ('ecogene', 'EG10616'), ('ncbigene', '948117'), ('ncbigi', 'gi:16131471'), ('uniprot', 'P09424')])"
b3608,G_b3608,"OrderedDict([('asap', 'ABE-0011795'), ('ecogene', 'EG20091'), ('ncbigene', '948125'), ('ncbigi', 'gi:16131479'), ('uniprot', 'P0A6S7')])"
b4119,G_b4119,"OrderedDict([('asap', 'ABE-0013493'), ('ecogene', 'EG10577'), ('ncbigene', '948636'), ('ncbigi', 'gi:16131945'), ('uniprot', 'P06720')])"
b2802,G_b2802,"OrderedDict([('asap', 'ABE-0009189'), ('ecogene', 'EG10349'), ('ncbigene', '946195'), ('ncbigi', 'gi:16130709'), ('uniprot', 'P69922')])"
b2803,G_b2803,"OrderedDict([('asap', 'ABE-0009191'), ('ecogene', 'EG10350'), ('ncbigene', '946022'), ('ncbigi', 'gi:674842733'), ('uniprot', 'P11553')])"
b2800,G_b2800,"OrderedDict([('asap', 'ABE-0009179'), ('ecogene', 'EG10348'), ('ncbigene', '947282'), ('ncbigi', 'gi:16130707'), ('uniprot', 'P0AB87')])"
b2738,G_b2738,"OrderedDict([('asap', 'ABE-0008994'), ('ecogene', 'EG13106'), ('ncbigene', '947197'), ('ncbigi', 'gi:16130645'), ('uniprot', 'Q46890')])"
b0335,G_b0335,"OrderedDict([('asap', 'ABE-0001154'), ('ecogene', 'EG13604'), ('ncbigene', '946891'), ('ncbigi', 'gi:16128320'), ('uniprot', 'P77495')])"
b1236,G_b1236,"OrderedDict([('asap', 'ABE-0004150'), ('ecogene', 'EG11319'), ('ncbigene', '945730'), ('ncbigi', 'gi:16129197'), ('uniprot', 'P0AEP3')])"
b0179,G_b0179,"OrderedDict([('asap', 'ABE-0000610'), ('ecogene', 'EG10316'), ('ncbigene', '944882'), ('ncbigi', 'gi:16128172'), ('uniprot', 'P21645')])"
b0085,G_b0085,"OrderedDict([('asap', 'ABE-0000311'), ('ecogene', 'EG10621'), ('ncbigene', '944791'), ('ncbigi', 'gi:16128078'), ('uniprot', 'P22188')])"
b0091,G_b0091,"OrderedDict([('asap', 'ABE-0000324'), ('ecogene', 'EG10619'), ('ncbigene', '946153'), ('ncbigi', 'gi:16128084'), ('uniprot', 'P17952')])"
b0088,G_b0088,"OrderedDict([('asap', 'ABE-0000318'), ('ecogene', 'EG10620'), ('ncbigene', '944818'), ('ncbigi', 'gi:16128081'), ('uniprot', 'P14900')])"
b0505,G_b0505,"OrderedDict([('asap', 'ABE-0001747'), ('ecogene', 'EG13615'), ('ncbigene', '945141'), ('ncbigi', 'gi:16128489'), ('uniprot', 'P77731')])"
b0350,G_b0350,"OrderedDict([('asap', 'ABE-0001205'), ('ecogene', 'EG14274'), ('ncbigene', '944768'), ('ncbigi', 'gi:90111116'), ('uniprot', 'P77608')])"
b0352,G_b0352,"OrderedDict([('asap', 'ABE-0001209'), ('ecogene', 'EG13292'), ('ncbigene', '945012'), ('ncbigi', 'gi:16128337'), ('uniprot', 'P51020')])"
b0347,G_b0347,"OrderedDict([('asap', 'ABE-0001196'), ('ecogene', 'EG20273'), ('ncbigene', '945197'), ('ncbigi', 'gi:16128332'), ('uniprot', 'P77397')])"
b0726,G_b0726,"OrderedDict([('asap', 'ABE-0002478'), ('ecogene', 'EG10979'), ('ncbigene', '945303'), ('ncbigi', 'gi:16128701'), ('uniprot', 'P0AFG3')])"
b0727,G_b0727,"OrderedDict([('asap', 'ABE-0002480'), ('ecogene', 'EG10980'), ('ncbigene', '945307'), ('ncbigi', 'gi:16128702'), ('uniprot', 'P0AFG6')])"
b3945,G_b3945,"OrderedDict([('asap', 'ABE-0012912'), ('ecogene', 'EG11904'), ('ncbigene', '948440'), ('ncbigi', 'gi:90111668'), ('uniprot', 'P0A9S5')])"
b0131,G_b0131,"OrderedDict([('asap', 'ABE-0000459'), ('ecogene', 'EG11747'), ('ncbigene', '945686'), ('ncbigi', 'gi:16128124'), ('uniprot', 'P0A790')])"
b0086,G_b0086,"OrderedDict([('asap', 'ABE-0000313'), ('ecogene', 'EG10622'), ('ncbigene', '944813'), ('ncbigi', 'gi:16128079'), ('uniprot', 'P11880')])"
b0096,G_b0096,"OrderedDict([('asap', 'ABE-0000336'), ('ecogene', 'EG10265'), ('ncbigene', '944816'), ('ncbigi', 'gi:16128089'), ('uniprot', 'P0A725')])"
b0181,G_b0181,"OrderedDict([('asap', 'ABE-0000618'), ('ecogene', 'EG10545'), ('ncbigene', '944849'), ('ncbigi', 'gi:16128174'), ('uniprot', 'P0A722')])"
b2019,G_b2019,"OrderedDict([('asap', 'ABE-0006713'), ('ecogene', 'EG10449'), ('ncbigene', '946549'), ('ncbigi', 'gi:16129960'), ('uniprot', 'P60757')])"
b2020,G_b2020,"OrderedDict([('asap', 'ABE-0006715'), ('ecogene', 'EG10447'), ('ncbigene', '946531'), ('ncbigi', 'gi:16129961'), ('uniprot', 'P06988')])"
b2022,G_b2022,"OrderedDict([('asap', 'ABE-0006720'), ('ecogene', 'EG10445'), ('ncbigene', '946552'), ('ncbigi', 'gi:90111373'), ('uniprot', 'P06987')])"
b1207,G_b1207,"OrderedDict([('asap', 'ABE-0004054'), ('ecogene', 'EG10774'), ('ncbigene', '945772'), ('ncbigi', 'gi:16129170'), ('uniprot', 'P0A717')])"
b2026,G_b2026,"OrderedDict([('asap', 'ABE-0006729'), ('ecogene', 'EG10451'), ('ncbigene', '946515'), ('ncbigi', 'gi:16129967'), ('uniprot', 'P06989')])"
b2024,G_b2024,"OrderedDict([('asap', 'ABE-0006725'), ('ecogene', 'EG10444'), ('ncbigene', '946521'), ('ncbigi', 'gi:90111374'), ('uniprot', 'P10371')])"
b3607,G_b3607,"OrderedDict([('asap', 'ABE-0011793'), ('ecogene', 'EG10187'), ('ncbigene', '948126'), ('ncbigi', 'gi:16131478'), ('uniprot', 'P0A9D4')])"
