,fluxes,kcat,MW,kcat_MW,equ
NTD8_num1,0.0,9939.3841836,25.3988,391.3328261020205,dgmp_c + h2o_c --> dgsn_c + pi_c
GALCTD,0.0,72941.940504,56.4016,1293.2601292161924,galct__D_c --> 5dh4dglc_c + h2o_c
EX_malthx_e,0.0,,,,malthx_e --> 
MLTG4,0.0,40858.37928,69.041,591.798775799887,h2o_c + malthx_c --> glc__D_c + maltpt_c
UDPGDC,0.0,10429.014168,445.7333,23.397431082667595,nad_c + udpglcur_c --> co2_c + nadh_c + udpLa4o_c
PUNP4_num1,0.0,15875.6853492,179.0077,88.6871645700157,dgsn_c + pi_c --> 2dr1p_c + gua_c
AMAOTr,7.37020214861651e-07,3.6,94.6712,0.0380263480340378,8aonn_c + amet_c --> amob_c + dann_c
EX_csn_e,0.0,,,,csn_e --> 
EX_etoh_e,0.0,,,,etoh_e --> 
EX_his__L_e,0.0,,,,his__L_e --> 
EX_k_e,0.0,,,,k_e --> 
EX_na1_e,0.0,,,,na1_e --> 
ARGORNt7pp,0.0,,,,arg__L_p + orn_c --> arg__L_c + orn_p
EX_dmso_e,0.0,,,,dmso_e --> 
EX_12ppd__S_e,0.0,,,,12ppd__S_e --> 
EX_pppn_e,0.0,,,,pppn_e --> 
EX_acgam1p_e,0.0,,,,acgam1p_e --> 
NTD11pp_num1,0.0,16148.0229264,60.824,265.4876845718795,h2o_p + imp_p --> ins_p + pi_p
EX_galt_e,0.0,,,,galt_e --> 
DKGLCNR2x,0.0,19157.0607468,70.791,270.61435418061615,25dkglcn_c + h_c + nadh_c --> 5dglcn_c + nad_c
ACGS,0.10900234169717875,820800.0,295.1711,2780.760040532424,accoa_c + glu__L_c --> acglu_c + coa_c + h_c
PDE1_num1,0.0,123619.649436,180.5208,684.7944914713429,camp_c + h2o_c --> amp_c + h_c
MCITD,0.0,37457.914644,53.9518,694.2847994691559,2mcit_c --> 2mcacn_c + h2o_c
CU2tex_num1,0.00026127366616845527,,,,cu2_e --> cu2_p
GLCATr,0.0,10408.4389476,60.288,172.6452850915605,accoa_c + glc__D_c --> acglc__D_c + coa_c
FECRMUtex,0.0,,,,fecrm_un_p + h_p --> fecrm_un_e + h_c
ALAALAr_num1,0.01024015886528778,17736.166954800003,39.3158,451.1205915891321,2.0 ala__D_c + atp_c --> adp_c + alaala_c + h_c + pi_c
CLtex_num1,0.001918095109177447,,,,cl_e --> cl_p
CELBpts_num1,0.0,,,,cellb_e + pep_c --> 6pgg_c + pyr_c
ACACT1r_num1,0.0,64745.496936,46.5305,1391.463597769205,2.0 accoa_c --> aacoa_c + coa_c
MALTptspp,0.0,,,,malt_p + pep_c --> malt6p_c + pyr_c
EX_glcur1p_e,0.0,,,,glcur1p_e --> 
EX_thrp_e,0.0,,,,thrp_e --> 
EX_pydxn_e,0.0,,,,pydxn_e --> 
CD2abcpp,0.0,,,,atp_c + cd2_c + h2o_c --> adp_c + cd2_p + h_c + pi_c
G2PPpp_num1,0.0,26350.740378,104.4142,252.36740192425933,glyc2p_p + h2o_p --> glyc_p + pi_p
Kt3pp_num1,0.0,,,,h_p + k_c --> h_c + k_p
AGM3PApp_num1,0.0,23614.9081668,45.6344,517.4804131707659,anhgm3p_p + h2o_p --> LalaDgluMdap_p + anhgm_p
SUCOAS,0.1934523289766713,28613.0598444,142.3403,201.01868440912375,atp_c + coa_c + succ_c --> adp_c + pi_c + succoa_c
NTP1_num1,0.0,27027.3266172,61.9863,436.02096942711535,atp_c + h2o_c --> adp_c + h_c + pi_c
GALKr,0.0,44343.204804,41.4421,1070.0038078186192,atp_c + gal_c --> adp_c + gal1p_c + h_c
PANTS,0.0002483758124083998,72.0,63.1953,1.1393252346297904,ala_B_c + atp_c + pant__R_c --> amp_c + h_c + pnto__R_c + ppi_c
YUMPS,0.0,17972.1652248,98.7297,182.03403053792323,r5p_c + ura_c --> h2o_c + psd5p_c
DHQS,0.14044620363392873,280800.0,38.881,7222.036470255394,2dda7p_c --> 3dhq_c + pi_c
PGCD,0.6128986404767836,72000.0,176.7031,407.4631401486448,3pg_c + nad_c --> 3php_c + h_c + nadh_c
EX_cys__L_e,0.0,,,,cys__L_e --> 
EX_gsn_e,0.0,,,,gsn_e --> 
EX_orot_e,0.0,,,,orot_e --> 
ADSL1r,0.11029654919445886,36000.0,206.1712,174.61216697579488,dcamp_c --> amp_c + fum_c
SERD_D,0.0,27507.1333248,47.9006,574.2544628835548,ser__D_c --> nh4_c + pyr_c
AICART,0.1999285256046437,36000.0,57.3292,627.9522477201845,10fthf_c + aicar_c --> fprica_c + thf_c
FRUpts2pp,0.0,,,,fru_p + pep_c --> f6p_c + pyr_c
G6Pt6_2pp,0.0,,,,g6p_p + 2.0 pi_c --> g6p_c + 2.0 pi_p
PROtex_num1,0.0,,,,pro__L_e --> pro__L_p
SBTtex_num1,0.0,,,,sbt__D_e --> sbt__D_p
PFK_num1,0.0,1000800.0,139.3682,7180.978157140581,atp_c + f6p_c --> adp_c + fdp_c + h_c
PGM_num1,0.0,164087.709444,57.1128,2873.046137538345,2pg_c --> 3pg_c
TPI,6.566173003330208,259200.0,53.9436,4805.018574956065,dhap_c --> g3p_c
RPI_num1,0.0,71002.38272400001,45.7208,1552.9558258823122,r5p_c --> ru5p__D_c
PERD,0.0,72.0,82.7353,0.8702452278531655,4per_c + nad_c --> h_c + nadh_c + ohpb_c
PYDAMK,0.0,9300.6959256,61.6948,150.7533199815868,atp_c + pydam_c --> adp_c + h_c + pyam5p_c
AKGtex_num1,0.0,,,,akg_e --> akg_p
ALLTNtex_num1,0.0,,,,alltn_e --> alltn_p
ASNtex_num1,0.0,,,,asn__L_e --> asn__L_p
FE3HOXabcpp,0.0,,,,atp_c + fe3hox_p + h2o_c --> adp_c + fe3hox_c + h_c + pi_c
FADRx2,0.0,51368.766948,530.1587,96.8931886772772,fad_c + h_c + nadph_c --> fadh2_c + nadp_c
EX_o2_e,0.0,,,,o2_e --> 
EX_gal_bD_e,0.0,,,,gal_bD_e --> 
PDE4,0.0,64875.806712000005,180.5208,359.381338394246,35cgmp_c + h2o_c --> gmp_c + h_c
AGM4PH,0.0,9954.435204,37.5947,264.78294025487634,anhgm4p_c + h2o_c --> acgam_c + anhm4p_c
AM4PA,0.0,20712.188592,20.5362,1008.569676571128,anhm4p_c + h2o_c --> LalaDgluMdapDala_c + anhm_c
EX_dump_e,0.0,,,,dump_e --> 
EX_o2s_e,0.0,,,,o2s_e --> 
EX_gal1p_e,0.0,,,,gal1p_e --> 
EX_dcmp_e,0.0,,,,dcmp_e --> 
EX_23ccmp_e,0.0,,,,23ccmp_e --> 
EX_3cmp_e,0.0,,,,3cmp_e --> 
ATHRDHr,0.0,13509.7158924,108.9957,123.94723729835214,athr__L_c + nadp_c --> 2aobut_c + h_c + nadph_c
LSERDHr,0.0,14125.3711128,108.9957,129.59567315774842,nadp_c + ser__L_c --> 2amsa_c + h_c + nadph_c
DSERDHr,0.0,15835.5218304,108.9957,145.28574824878413,nadp_c + ser__D_c --> 2amsa_c + h_c + nadph_c
EX_skm_e,0.0,,,,skm_e --> 
EX_ag_e,0.0,,,,ag_e --> 
EX_cys__D_e,0.0,,,,cys__D_e --> 
EX_acser_e,0.0,,,,acser_e --> 
EX_cu_e,0.0,,,,cu_e --> 
EX_arbtn_e,0.0,,,,arbtn_e --> 
EX_dopa_e,0.0,,,,dopa_e --> 
EX_hom__L_e,0.0,,,,hom__L_e --> 
OBTFL_num1,0.0,21920.4248436,198.9187,110.1979092141664,2obut_c + coa_c --> for_c + ppcoa_c
THRt2pp_num1,0.0,,,,h_p + thr__L_c --> h_c + thr__L_p
EX_LalaDgluMdapDala_e,0.0,,,,LalaDgluMdapDala_e --> 
EX_LalaDgluMdap_e,0.0,,,,LalaDgluMdap_e --> 
EX_anhgm_e,0.0,,,,anhgm_e --> 
EX_fald_e,0.0,,,,fald_e --> 
G6PP_num1,0.0,9870.7434372,29.7077,332.2621218471979,g6p_c + h2o_c --> glc__D_c + pi_c
MMCD,0.0,22988.0368368,175.0355,131.33356854352402,h_c + mmcoa__S_c --> co2_c + ppcoa_c
GLNS,0.5772552373557347,119723.277564,622.8451,192.2199878653617,atp_c + glu__L_c + nh4_c --> adp_c + gln__L_c + h_c + pi_c
TYMtex_num1,0.0,,,,tym_e --> tym_p
GTHS,0.0,42649.465968,142.2436,299.8339887910598,atp_c + glucys_c + gly_c --> adp_c + gthrd_c + h_c + pi_c
EX_g3pe_e,0.0,,,,g3pe_e --> 
EX_pacald_e,0.0,,,,pacald_e --> 
CMPtex_num1,0.0,,,,cmp_e --> cmp_p
DUMPtex_num1,0.0,,,,dump_e --> dump_p
XMPtex_num1,0.0,,,,xmp_e --> xmp_p
3PEPTtex_num1,0.0,,,,LalaDgluMdap_e --> LalaDgluMdap_p
ANHGMtex_num1,0.0,,,,anhgm_e --> anhgm_p
UDPKAAT,0.0,10842.161076,41.6498,260.31724224366025,glu__L_c + udpLa4o_c --> akg_c + udpLa4n_c
ULA4NFT,0.0,14287.5352836,445.7333,32.05400019159439,10fthf_c + udpLa4n_c --> h_c + thf_c + udpLa4fn_c
UPLA4FNT,0.0,32384.4050808,36.3391,891.1724583382637,udcpp_c + udpLa4fn_c --> uLa4fn_c + udp_c
UPLA4FNF,0.0,772257.60648,33.1118,23322.73106505837,h2o_c + uLa4fn_c --> for_c + uLa4n_c
ULA4Ntppi,0.0,36865.932048,26.2771,1402.9680614679703,uLa4n_c --> uLa4n_p
HEPT1,0.0,10345.0323492,35.5438,291.0502633145584,adphep_LD_c + lipa_c --> adp_c + h_c + hlipa_c
FALDtex_num1,0.0,,,,fald_e --> fald_p
ALR2_num1,0.0,10013.5902312,30.9866,323.1587276822885,h_c + mthgxl_c + nadph_c --> acetol_c + nadp_c
AMALT2,0.0,43134.187464,78.5035,549.4555970625514,malt_c + maltttr_c --> glc__D_c + maltpt_c
MLTP1,0.0,24684.3569376,181.0448,136.34391563635077,maltpt_c + pi_c --> g1p_c + maltttr_c
HEPT2,0.0,10836.90288,39.0421,277.5696717133556,adphep_LD_c + hlipa_c --> adp_c + h_c + hhlipa_c
CYSDtex_num1,0.0,,,,cys__D_e --> cys__D_p
CYSDabcpp,0.0,,,,atp_c + cys__D_p + h2o_c --> adp_c + cys__D_c + h_c + pi_c
HXAND,0.08963197641018482,64608.619176,129.7994,497.7574563210616,h2o_c + hxan_c + nad_c --> h_c + nadh_c + xan_c
EX_acgal_e,0.0,,,,acgal_e --> 
EX_so2_e,0.0,,,,so2_e --> 
EX_dms_e,0.0,,,,dms_e --> 
G3PItex_num1,0.0,,,,g3pi_e --> g3pi_p
G3PGtex_num1,0.0,,,,g3pg_e --> g3pg_p
G3PEtex_num1,0.0,,,,g3pe_e --> g3pe_p
G3PCtex_num1,0.0,,,,g3pc_e --> g3pc_p
MOAT3C,0.0,11125.6214004,32.9201,337.95831119589553,ckdo_c + phphhlipa_c --> cmp_c + h_c + kphphhlipa_c
RHAT1,0.0,34002.421452,36.7305,925.7271600441052,dtdprmn_c + kphphhlipa_c --> dtdp_c + h_c + icolipa_c
GLCabcpp,0.0,,,,atp_c + glc__D_p + h2o_c --> adp_c + glc__D_c + h_c + pi_c
GALT1,0.0,95078.506608,40.8259,2328.877173754896,gicolipa_c + udpg_c --> gagicolipa_c + h_c + udp_c
GLCTR2,0.0,15230.7023796,39.4232,386.3385615475152,gagicolipa_c + udpg_c --> ggagicolipa_c + h_c + udp_c
UDPGPpp,0.0,13977.3533436,60.824,229.79996947915296,h2o_p + udpg_p --> g1p_p + 2.0 h_p + ump_p
EX_acgal1p_e,0.0,,,,acgal1p_e --> 
EX_cyan_e,0.0,,,,cyan_e --> 
EX_tyrp_e,0.0,,,,tyrp_e --> 
EX_uacgam_e,0.0,,,,uacgam_e --> 
EX_udpacgal_e,0.0,,,,udpacgal_e --> 
EX_udpg_e,0.0,,,,udpg_e --> 
EX_udpgal_e,0.0,,,,udpgal_e --> 
EX_udpglcur_e,0.0,,,,udpglcur_e --> 
EX_14glucan_e,0.0,,,,14glucan_e --> 
EX_pser__L_e,0.0,,,,pser__L_e --> 
EX_aso3_e,0.0,,,,aso3_e --> 
EX_tcynt_e,0.0,,,,tcynt_e --> 
EX_fe3dhbzs_e,0.0,,,,fe3dhbzs_e --> 
PPPGO,8.21777539570741e-05,9913.1815584,84.9052,116.75588254194088,1.5 o2_c + pppg9_c --> 3.0 h2o_c + ppp9_c
EX_feoxam_un_e,0.0,,,,feoxam_un_e --> 
EX_g3pc_e,0.0,,,,g3pc_e --> 
EX_g3pg_e,0.0,,,,g3pg_e --> 
EX_g3pi_e,0.0,,,,g3pi_e --> 
EX_g3ps_e,0.0,,,,g3ps_e --> 
EX_peamn_e,0.0,,,,peamn_e --> 
EX_34dhpac_e,0.0,,,,34dhpac_e --> 
DAMPtex_num1,0.0,,,,damp_e --> damp_p
DCMPtex_num1,0.0,,,,dcmp_e --> dcmp_p
DGMPtex_num1,0.0,,,,dgmp_e --> dgmp_p
DTMPtex_num1,0.0,,,,dtmp_e --> dtmp_p
GMPtex_num1,0.0,,,,gmp_e --> gmp_p
IMPtex_num1,0.0,,,,imp_e --> imp_p
UMPtex_num1,0.0,,,,ump_e --> ump_p
G1Ptex_num1,0.0,,,,g1p_e --> g1p_p
ADNK1,0.0,28.8,23.586,1.2210633426609006,adn_c + atp_c --> adp_c + amp_c + h_c
CUt3,0.0,,,,cu_c + h_e --> cu_e + h_c
ZN2t3pp_num1,0.0,,,,h_p + zn2_c --> h_c + zn2_p
SKMtex_num1,0.0,,,,skm_e --> skm_p
MNt2pp,0.0,,,,h_p + mn2_p --> h_c + mn2_c
MNtex_num1,0.00025464048423470045,,,,mn2_e --> mn2_p
GAL1Ptex_num1,0.0,,,,gal1p_e --> gal1p_p
O2Stex_num1,0.0,,,,o2s_e --> o2s_p
HEPK1,0.0,20974.8779604,30.8723,679.407687810756,atp_c + hhlipa_c --> adp_c + h_c + phhlipa_c
HEPT3,0.0,22408.2966132,38.7307,578.566785862378,adphep_LD_c + phhlipa_c --> adp_c + h_c + hphhlipa_c
HEPK2,0.0,26010.862030800003,27.461,947.192820028404,atp_c + hphhlipa_c --> adp_c + h_c + phphhlipa_c
ALDD3y_num1,0.0,23752.9731996,36.5018,650.7342980236591,h2o_c + nadp_c + ppal_c --> 2.0 h_c + nadph_c + ppa_c
R5PP_num1,0.0,9881.3416392,23.0075,429.48350056286,h2o_c + r5p_c --> pi_c + rib__D_c
EX_xmp_e,0.0,,,,xmp_e --> 
EX_damp_e,0.0,,,,damp_e --> 
CYSSADS_num1,0.0,13159.4743908,86.4684,152.18824901119947,3sala_c + 2.0 h_c --> ala__L_c + so2_c
EX_dimp_e,0.0,,,,dimp_e --> 
CPPPGO2,0.0,9383.5771776,52.729,177.9585650704546,2.0 amet_c + cpppg3_c --> 2.0 co2_c + 2.0 dad_5_c + 2.0 met__L_c + pppg9_c
EX_isetac_e,0.0,,,,isetac_e --> 
AGM3PH,0.0,9954.4571424,37.5947,264.7835238052172,anhgm3p_c + h2o_c --> acgam_c + anhm3p_c
HOMt2pp_num1,0.0,,,,h_p + hom__L_c --> h_c + hom__L_p
HOMtex_num1,0.0,,,,hom__L_e --> hom__L_p
SO2tex_num1,0.0,,,,so2_e --> so2_p
SO2tpp,0.0,,,,so2_p --> so2_c
LDH_D2,0.0,11899.878678,64.6123,184.17358116024343,lac__D_c + q8_c --> pyr_c + q8h2_c
SHCHF,8.21777539570741e-05,1224.0,99.9028,12.251908855407455,fe2_c + scl_c --> 3.0 h_c + sheme_c
SUCBZL,0.0,16127.318242799998,200.7387,80.33985595602641,atp_c + coa_c + sucbz_c --> amp_c + ppi_c + sbzcoa_c
CYSDDS,0.0,27651.3437736,70.3066,393.2965578423647,cys__D_c + h2o_c --> h2s_c + nh4_c + pyr_c
CYStpp_num1,0.0,,,,cys__L_c --> cys__L_p
ACSERtpp_num1,0.0,,,,acser_c --> acser_p
ACSERtex_num1,0.0,,,,acser_e --> acser_p
LALDO3,0.0,,,,h_c + mthgxl_c + nadph_c --> lald__L_c + nadp_c
NTP10_num1,0.0,10200.0983004,39.1933,260.25107098407125,h2o_c + itp_c --> h_c + idp_c + pi_c
PRAIS,0.1650987928008192,36000.0,73.7081,488.4130780741872,atp_c + fpram_c --> adp_c + air_c + 2.0 h_c + pi_c
GDMANE,0.0,130011.785964,72.2823,1798.6669760646796,gdpddman_c --> gdpofuc_c
GPDDA4,0.0,9300.2713776,27.4096,339.3070813729496,g3pg_c + h2o_c --> glyc3p_c + glyc_c + h_c
LPLIPAL2E140,0.0,9300.115008,38.9783,238.5972453390733,2agpe140_c + h2o_c --> g3pe_c + h_c + ttdca_c
LPLIPAL2E180,0.0,21392.646620400003,38.9783,548.8347778225321,2agpe180_c + h2o_c --> g3pe_c + h_c + ocdca_c
LPLIPAL2G161,0.0,11808.0757548,38.9783,302.9397319739445,2agpg161_c + h2o_c --> g3pg_c + h_c + hdcea_c
LPLIPAL2G181,0.0,10096.0704792,38.9783,259.0177221479644,2agpg181_c + h2o_c --> g3pg_c + h_c + ocdcea_c
2AGPE120tipp,0.0,,,,2agpe120_p --> 2agpe120_c
AACPS6,0.0,16920.2428632,89.3395,189.3926299475596,ACP_c + atp_c + ocdca_c --> amp_c + ocdcaACP_c + ppi_c
AACPS7,0.0,19220.435118,89.3395,215.1392734232898,ACP_c + atp_c + ddca_c --> amp_c + ddcaACP_c + ppi_c
G3PGabcpp,0.0,,,,atp_c + g3pg_p + h2o_c --> adp_c + g3pg_c + h_c + pi_c
G3PIabcpp,0.0,,,,atp_c + g3pi_p + h2o_c --> adp_c + g3pi_c + h_c + pi_c
G3PSabcpp,0.0,,,,atp_c + g3ps_p + h2o_c --> adp_c + g3ps_c + h_c + pi_c
QMO2,0.0,24600.84318,23.0648,1066.5968566820436,2.0 o2_c + q8h2_c --> 2.0 h_c + 2.0 o2s_c + q8_c
QMO3,0.0,33447.8007648,23.0648,1450.1665206201656,mql8_c + 2.0 o2_c --> 2.0 h_c + mqn8_c + 2.0 o2s_c
LPLIPAL2E141,0.0,9300.0517884,38.9783,238.59562342123692,2agpe141_c + h2o_c --> g3pe_c + h_c + ttdcea_c
LPLIPAL2E161,0.0,10543.9158576,38.9783,270.507329914337,2agpe161_c + h2o_c --> g3pe_c + h_c + hdcea_c
LPLIPAL2E181,0.0,9300.052674,38.9783,238.5956461415711,2agpe181_c + h2o_c --> g3pe_c + h_c + ocdcea_c
LPLIPAL2G180,0.0,10096.0500096,38.9783,259.01719699422506,2agpg180_c + h2o_c --> g3pg_c + h_c + ocdca_c
LPLIPAL2G141,0.0,9300.0474936,38.9783,238.5955132368524,2agpg141_c + h2o_c --> g3pg_c + h_c + ttdcea_c
2AGPA120tipp,0.0,,,,2ddecg3p_p --> 2ddecg3p_c
2AGPG180tipp,0.0,,,,2agpg180_p --> 2agpg180_c
IPDDI,0.00010244580986576931,16631.6728392,20.5083,810.9727690349762,ipdp_c --> dmpp_c
2AGPGAT180,0.0,9737.355798,80.7,120.66116230483271,2agpg180_c + atp_c + ocdca_c --> amp_c + pg180_c + ppi_c
2AGPGAT181,0.0,25994.1680748,80.7,322.10865024535315,2agpg181_c + atp_c + ocdcea_c --> amp_c + pg181_c + ppi_c
LPLIPAL2ATG120,0.0,15263.396920800002,38.9783,391.5870348578569,2agpg120_c + pg120_c --> apg120_c + g3pg_c
PLIPA1E140pp,0.0,9300.0462588,66.3263,140.21656957798038,h2o_p + pe140_p --> 2agpe140_p + h_p + ttdca_p
PLIPA1E160pp,0.0,9319.15782,66.3263,140.5047141179291,h2o_p + pe160_p --> 2agpe160_p + h_p + hdca_p
PLIPA1E161pp,0.0,12158.2813392,66.3263,183.31010985385888,h2o_p + pe161_p --> 2agpe161_p + h_p + hdcea_p
AACPS8,0.0,19300.1379912,89.3395,216.03140818115168,ACP_c + atp_c + dca_c --> amp_c + dcaACP_c + ppi_c
AACPS9,0.0,9300.081582,89.3395,104.09820495973224,ACP_c + atp_c + octa_c --> amp_c + ocACP_c + ppi_c
HXCT,0.0,30493.60812,92.9717,327.9880664761428,accoa_c + hxa_c --> ac_c + hxcoa_c
2AGPEAT160,0.0,83842.722612,80.7,1038.9432789591078,2agpe160_c + atp_c + hdca_c --> amp_c + pe160_c + ppi_c
DURADx,0.0,38271.10824,178.7966,214.04829979988432,56dura_c + nad_c --> h_c + nadh_c + ura_c
ECOAH7_num1,0.0,37020.632112,77.0722,480.33703607785947,3hhdcoa_c --> h2o_c + hdd2coa_c
G1PPpp_num1,0.0,34600.562478,91.3658,378.70365583183207,g1p_p + h2o_p --> glc__D_p + pi_p
GALCTND,0.0,20418.4613664,42.5229,480.1756551505189,galctn__D_c --> 2dh3dgal_c + h2o_c
GCALDD,0.00016435550791411857,72.0,209.0912,0.3443473469949955,gcald_c + h2o_c + nad_c --> glyclt_c + 2.0 h_c + nadh_c
HISTP,0.03491191055778155,13680.0,80.5559,169.81996352843183,h2o_c + hisp_c --> histd_c + pi_c
LDH_D,0.0,41919.84126,146.1392,286.8487117761696,lac__D_c + nad_c --> h_c + nadh_c + pyr_c
AMALT4,0.0,32028.9289128,78.5035,407.99364248473,malt_c + malthx_c --> glc__D_c + malthp_c
NTD11_num1,0.0,9325.7523576,26.9004,346.67708872730515,h2o_c + imp_c --> ins_c + pi_c
ORNDC_num1,0.0,35745.3352188,158.8324,225.05065225231124,h_c + orn_c --> co2_c + ptrc_c
UPP3MT,8.21777539570741e-05,9455.3873496,99.9028,94.64586928094108,2.0 amet_c + uppg3_c --> 2.0 ahcys_c + dscl_c + h_c
KAS15,0.13114537703248216,22049.2422,67.0302,328.94489647949734,accoa_c + h_c + malACP_c --> actACP_c + co2_c + coa_c
ALAALAtex_num1,0.0,,,,alaala_e --> alaala_p
FACOAL181t2pp_num1,0.0,20613.4847208,124.664,165.35234486940897,atp_c + coa_c + h_p + ocdcea_p --> amp_c + h_c + odecoa_c + ppi_c
T2DECAI,0.055434238440604224,9300.0503592,37.9381,245.13748340586372,tdec2eACP_c --> cdec3eACP_c
3OAS161,0.055434238440604224,9300.049776,85.2266,109.12144537034212,h_c + malACP_c + tdeACP_c --> 3ocpalm9eACP_c + ACP_c + co2_c
EAR141y,0.0,9385.0078104,111.4558,84.2038531005116,h_c + nadph_c + t3c7mrseACP_c --> nadp_c + tdeACP_c
EAR161x,0.0,9300.0266388,111.4558,83.4413878757319,h_c + nadh_c + t3c9palmeACP_c --> hdeACP_c + nad_c
DASYN160,0.023516103995590697,237600.0,31.4538,7553.9362493561985,ctp_c + h_c + pa160_c --> cdpdhdecg_c + ppi_c
DASYN161,0.027717119220302112,280800.0,31.4538,8927.379203784598,ctp_c + h_c + pa161_c --> cdpdhdec9eg_c + ppi_c
DASYN181,0.0,9600.2755956,31.4538,305.21830734601224,ctp_c + h_c + pa181_c --> cdpdodec11eg_c + ppi_c
CDAPPA161,0.0,10309.9460544,28.4508,362.3780721245096,cdpdhdec9eg_c + h2o_c --> cmp_c + 2.0 h_c + pa161_c
PGSA180,0.0,21211.6715424,20.7006,1024.6887308773655,cdpdodecg_c + glyc3p_c --> cmp_c + h_c + pgp180_c
PSSA140,0.0,18624.8831544,52.8018,352.7319741826983,cdpdtdecg_c + ser__L_c --> cmp_c + h_c + ps140_c
2AGPGAT141,0.0,9645.6401352,80.7,119.52466090706318,2agpg141_c + atp_c + ttdcea_c --> amp_c + pg141_c + ppi_c
FACOAE180,0.0,44832.33864,127.8653,350.6216200955224,h2o_c + stcoa_c --> coa_c + h_c + ocdca_c
FACOAE100,0.0,148841.655768,127.8653,1164.0504168683765,dcacoa_c + h2o_c --> coa_c + dca_c + h_c
FACOAE80,0.0,9300.0857832,127.8653,72.73346078412204,h2o_c + occoa_c --> coa_c + h_c + octa_c
FACOAE60,0.0,10237.3255368,127.8653,80.06335993267915,h2o_c + hxcoa_c --> coa_c + h_c + hxa_c
PLIPA1E120pp,0.0,9300.0555756,66.3263,140.21671004714568,h2o_p + pe120_p --> 2agpe120_p + ddca_p + h_p
MALtex_num1,0.0,,,,mal__L_e --> mal__L_p
NO3tex_num1,0.0,,,,no3_e --> no3_p
3OAS141,0.055434238440604224,9300.0571596,85.2266,109.12153200526596,cddec5eACP_c + h_c + malACP_c --> 3ocmrs7eACP_c + ACP_c + co2_c
3OAR121,0.055434238440604224,9300.0269304,102.2412,90.96163709346132,3ocddec5eACP_c + h_c + nadph_c --> 3hcddec5eACP_c + nadp_c
CFAS160G,0.0,114927.336828,87.818,1308.6990916213078,2.0 amet_c + pg161_c --> 2.0 ahcys_c + cpg160_c + 2.0 h_c
URAt2pp_num1,0.0,,,,h_p + ura_p --> h_c + ura_c
FACOAE141,0.0,22065.15168,127.8653,172.56559582623274,h2o_c + tdecoa_c --> coa_c + h_c + ttdcea_c
FACOAE161,0.0,154800.0,127.8653,1210.649018928513,h2o_c + hdcoa_c --> coa_c + h_c + hdcea_c
TTDCEAtexi,0.0,,,,ttdcea_e --> ttdcea_p
HDCEAtexi,0.0,,,,hdcea_e --> hdcea_p
ALAALAD,0.0,21385.3808124,21.213,1008.1261873568094,alaala_c + h2o_c --> 2.0 ala__D_c
2AGPEAT180,0.0,22628.3698836,80.7,280.4011137992565,2agpe180_c + atp_c + ocdca_c --> amp_c + pe180_c + ppi_c
2AGPEAT181,0.0,21320.3010888,80.7,264.19208288475835,2agpe181_c + atp_c + ocdcea_c --> amp_c + pe181_c + ppi_c
2AGPGAT140,0.0,26004.8442708,80.7,322.24094511524163,2agpg140_c + atp_c + ttdca_c --> amp_c + pg140_c + ppi_c
PLIPA1E181pp,0.0,9300.0444048,66.3263,140.2165416252678,h2o_p + pe181_p --> 2agpe181_p + h_p + ocdcea_p
PLIPA1G180pp,0.0,10731.7102752,66.3263,161.8017328751943,h2o_p + pg180_p --> 2agpg180_p + h_p + ocdca_p
PLIPA1G181pp,0.0,9331.151328,66.3263,140.68553994418502,h2o_p + pg181_p --> 2agpg181_p + h_p + ocdcea_p
ALAALAabcpp_num1,0.0,,,,alaala_p + atp_c + h2o_c --> adp_c + alaala_c + h_c + pi_c
HEXt2rpp,0.0,,,,h_p + hxa_p --> h_c + hxa_c
G3PEabcpp,0.0,,,,atp_c + g3pe_p + h2o_c --> adp_c + g3pe_c + h_c + pi_c
G3PCabcpp,0.0,,,,atp_c + g3pc_p + h2o_c --> adp_c + g3pc_c + h_c + pi_c
2AGPGAT161,0.0,9645.6352932,80.7,119.5246009070632,2agpg161_c + atp_c + hdcea_c --> amp_c + pg161_c + ppi_c
AMPTASEPG_num1,0.0,29612.1695976,329.2789,89.93035872508077,h2o_c + progly_c --> gly_c + pro__L_c
PROGLYabcpp,0.0,,,,atp_c + h2o_c + progly_p --> adp_c + h_c + pi_c + progly_c
GTHRDabcpp,0.0,,,,atp_c + gthrd_p + h2o_c --> adp_c + gthrd_c + h_c + pi_c
2AGPG140tipp,0.0,,,,2agpg140_p --> 2agpg140_c
2AGPG160tipp,0.0,,,,2agpg160_p --> 2agpg160_c
2AGPG141tipp,0.0,,,,2agpg141_p --> 2agpg141_c
2AGPG161tipp,0.0,,,,2agpg161_p --> 2agpg161_c
2AGPG181tipp,0.0,,,,2agpg181_p --> 2agpg181_c
2AGPEAT140,0.0,33704.8760088,80.7,417.6564561189591,2agpe140_c + atp_c + ttdca_c --> amp_c + pe140_c + ppi_c
2AGPEAT120,0.0,17213.083182,80.7,213.2971893680297,2agpe120_c + atp_c + ddca_c --> amp_c + pe120_c + ppi_c
2AGPEAT161,0.0,16922.3793912,80.7,209.69491191078063,2agpe161_c + atp_c + hdcea_c --> amp_c + pe161_c + ppi_c
