,fluxes,reduced_costs
EX_ocdcea_e,0.0,1175.4444444444227
EX_cynt_e,0.0,10.577777777777722
EX_galctn__D_e,0.0,193.7111111111057
EX_glyb_e,0.0,-2.0
3HCINNMH,0.0,-1.9999999999999698
BSORx,0.0,-1.9999999999998561
NMNt7pp,0.0,115.55555555555438
GLUtex_num1,0.0,-2.0
GLYtex_num1,0.0,-2.0
GLYALDtex_num1,0.0,-2.0
GLYBtex_num1,0.0,2.0
GLYCtex_num1,0.0,-2.0
GLYC3Ptex_num1,0.0,-2.0
GLYCLTtex_num1,0.0,2.0
GTPtex_num1,0.0,0.0
GUAtex,0.0,2.0
Htex_num1,0.0,2.0
H2tex_num1,0.0,-2.0
H2Otex_num1,0.0,2.0
FACOAL160t2pp_num1,0.0,-2.00000000000003
FACOAL180t2pp_num1,0.0,-2.00000000000003
SPODMpp,0.0,-2.0
NO3R1bpp,0.0,3.155555555555445
O2tpp,22.443716131667696,-2.0
PHYTSpp,0.0,-2.0
PPTHpp,0.0,-2.0
PYRt2rpp,0.0,-2.0
NO3R2pp_num1,0.0,-1.9999999999998792
NTP3pp,0.0,-2.0
NO3R2bpp,0.0,3.1555555555555657
THD2pp,0.0,5.7777777777777075
TMAOR1pp_num1,0.0,3.311111111110904
TMAOR2pp_num1,0.0,3.311111111110904
XANtpp,0.0,-2.0
DAPtex_num1,0.0,-2.0
12PPDStex_num1,0.0,-2.0
DDGLCNtex_num1,0.0,-2.0
26DAHtex_num1,0.0,-2.0
HCINNMtex_num1,0.0,-2.0
HPPPNtex_num1,0.0,-2.0
ACtex_num1,0.0,-2.0
ACALDtex_num1,0.0,-2.0
ACMANAtex_num1,0.0,-2.0
ACMUMtex_num1,0.0,-2.0
ACACT7r_num1,0.0,-35.688888888889096
PSP_L,1.4939314923400775,-2.0
ACACT2r_num1,0.0,2.0
ACACT3r_num1,0.0,-435.6444444444371
ACACT4r_num1,0.0,1.9999999999998863
SUCCt2_2pp_num1,0.0,9.155555555555445
SUCFUMtpp_num1,0.0,2.0
SUCptspp,0.0,36.888888888888175
SULabcpp_num1,0.0,13.733333333333174
TSULabcpp_num1,0.0,-1.9999999999999734
TARTRt7pp,0.0,2.0
AHGDx,0.0,-1.9999999999999165
TAURabcpp,0.0,-1.9999999999999734
THMDt2pp_copy1_num1,0.0,-1.9999999999999734
EX_ca2_e,0.0,2.0
EX_so3_e,0.0,0.0
Kt2pp_num1,0.16977353131615505,-2.0
AKGt2rpp,0.0,-2.0000000000000018
XYLt2pp,0.0,-2.0000000000000018
EX_ascb__L_e,0.0,180.22222222221743
EX_ala_B_e,0.0,149.91111111110797
EX_agm_e,0.0,329.66666666666157
EX_minohp_e,0.0,207.02222222221718
EX_ppt_e,0.0,16.466666666666335
EX_hxa_e,0.0,-2.0
EX_lyx__L_e,0.0,175.64444444443936
EX_acmum_e,0.0,589.266666666655
EX_dca_e,0.0,621.4666666666544
EX_all__D_e,0.0,200.75555555554968
EX_octa_e,0.0,499.244444444435
EX_xylu__L_e,0.0,177.64444444443936
EX_gdp_e,0.0,-2.0
EX_gtp_e,0.0,-2.0
THMabcpp,0.0,-2.00000000000003
THMDt2pp_copy2,0.0,-1.9999999999999467
THRabcpp,0.0,17.733333333333174
TREptspp,0.0,-2.0
TRPt2rpp_num1,0.0,-1.9999999999999734
TYRt2rpp_num1,0.0,-2.0000000000000018
URIt2pp_copy1_num1,0.0,-2.0000000000000018
URIt2pp_copy2,0.0,-2.0000000000000036
VALabcpp,0.0,13.733333333333174
XTSNt2rpp,0.0,-1.9999999999999734
XYLabcpp,0.0,13.733333333333174
XYLUt2pp,0.0,-2.0000000000000018
THRt4pp,0.0,-2.0
EX_fruur_e,0.0,181.5999999999949
GALtex_num1,0.0,-2.0
GALCTtex_num1,0.0,-2.0
GALCTNtex_num1,0.0,-2.0
GALTtex_num1,0.0,-2.0
GALURtex_num1,0.0,-2.0
GTPCI,0.0005818778975192514,-1.999999999999945
FDMO,0.0,-2.00000000000003
FEOXAMabcpp,0.0,-1.9999999999999734
CBL1abcpp,0.0,1488.688888888866
ACACt2pp,0.0,-2.0000000000000018
ACGAptspp_num1,0.0,-2.0
ACMANAptspp,0.0,-2.0
ACNAMt2pp,0.0,-1.9999999999999734
CHOLD,0.0,-2.00000000000003
DRPA,0.0,39.866666666666276
TKT2_num1,0.6489488619783101,-1.9999999999999432
EX_ch4_e,0.0,0.0
FEENTERabcpp,0.0,-1.9999999999999734
FECRMabcpp,0.0,-1.9999999999999734
GAMtex_num1,0.0,-2.0
GBBTNtex_num1,0.0,0.0
ARBt2rpp,0.0,-2.0000000000000018
DAPabcpp,0.0,-1.9999999999999734
CO2tpp,0.0,2.0
DHAtpp,0.0,-2.0
DMSOR1pp,0.0,-2.0
ARGabcpp_num1,0.0,26.888888888888626
ARGAGMt7pp,0.0,2.0
ASCBptspp,0.0,-2.0
ASNt2rpp,0.0,-2.0000000000000018
ASPabcpp,0.0,18.311111111110844
ASPt2pp,0.0,2.5777777777777224
ASPt2_2pp,0.0,7.155555555555445
ASPt2_3pp_num1,0.0,11.733333333333167
HIStex_num1,0.0,-2.0
HXAtex_num1,0.0,2.0
HYXNtex_num1,0.0,2.0
IDONtex_num1,0.0,2.0
ILEtex_num1,0.0,-2.0
INSTtex_num1,0.0,-2.0
INStex,0.0,-2.0
Ktex_num1,0.16977353131615505,-2.0
D_LACtex_num1,0.0,-2.0
NTD8pp_num1,0.0,-2.0
FRULYStex_num1,0.0,-2.0
EX_fad_e,0.0,0.0
GALCTt2rpp_num1,0.0,-2.0000000000000018
GALt2pp,0.0,-2.0000000000000018
ASPtex_num1,0.0,2.0
ABUTt2pp,0.0,3.9999999999999964
CYSabcpp,0.0,-1.9999999999999734
SBTptspp,0.0,-2.0
TREHpp,0.0,-3.410605131648481e-13
CYTBDpp_num1,0.0,7.155555555555445
CYTBD2pp,0.0,7.155555555555459
ACALDtpp,0.0,-2.0
ACt2rpp,0.0,1.9999999999999964
EX_fe3dcit_e,0.0,388.899999999991
EX_fe3hox_e,0.0,-2.0
EX_fecrm_e,0.0,-2.0
EX_feenter_e,0.0,-2.0
EX_feoxam_e,0.0,-2.0
EX_cbi_e,0.0,0.0
EX_arbtn_fe3_e,0.0,-2.0
EX_cpgn_e,0.0,-2.0
EX_adocbl_e,0.0,0.0
ATPS4rpp_num1,71.73868242836349,-1.999999999999977
INDOLEtex_num1,0.0,2.0
L_LACtex_num1,0.0,-2.0
ACt4pp,0.0,-2.0
ADEt2rpp_num1,0.0,1.9999999999999964
ADNt2pp_copy1_num1,0.0,-1.9999999999999734
ADNt2pp_copy2,0.0,-1.9999999999999467
ALAabcpp,0.0,17.733333333333174
ALLabcpp,0.0,-1.9999999999999734
ALLTNt2rpp,0.0,1.9999999999999964
ARBabcpp,0.0,13.733333333333174
ECOAH8_num1,0.0,2.0
GLCDpp_num1,0.0,15.111111111111214
GUAtpp_num1,0.0,2.0
HYD2pp_num1,0.0,-2.0000000000001066
HYXNtpp_num1,0.0,2.0
NACtpp,0.0,-2.0
FE3DCITabcpp,0.0,-1.9999999999999734
CPGNtonex,0.0,-2.0
GLCRtex_num1,0.0,-2.0
GLCNtex_num1,0.0,-2.0
GLCURtex_num1,0.0,-2.0
GLNtex_num1,0.0,-2.0
O2tex_num1,22.443716131667696,-2.0
EX_ppa_e,0.0,89.22222222221973
OCTAtex_num1,0.0,-2.0
ORNtex_num1,0.0,-2.0
ECOAH5_num1,0.0,-2.0
DHFS,0.0005818778975192514,-1.9999999999999734
CITt7pp,0.0,-2.0
CRNt7pp,0.0,-2.0
EX_ni2_e,0.0,2.0
EX_no_e,0.0,7.655555555555566
CHLabcpp,0.0,13.733333333333174
DGSNt2pp,0.0,-1.9999999999999734
DINSt2pp,0.0,-1.9999999999999734
DURIt2pp_num1,0.0,-1.9999999999999734
FE2abcpp,0.0,18.311111111110844
FRUptspp,0.0,-2.0
FUCtpp,0.0,-2.0000000000000018
FUMt2_2pp,0.0,11.155555555555445
FUMt2_3pp_num1,0.0,15.733333333333167
FEENTERtonex,0.0,38.98888888888827
CSNt2pp,0.0,-2.0000000000000018
CYNTt2pp,0.0,-2.0
CYTDt2pp_copy1_num1,0.0,-1.9999999999999734
CYTDt2pp_copy2,0.0,-1.9999999999999467
DADNt2pp_num1,0.0,-1.9999999999999734
DCYTt2pp_num1,0.0,-1.9999999999999734
DDGLCNt2rpp,0.0,-2.0000000000000018
RMNtex_num1,0.0,-2.0
EX_meoh_e,1.7395452840640293e-06,-2.0
MALTTRtexi,0.0,-2.0
MALTTTRtexi,0.0,-2.0
MALTPTtexi,0.0,-2.0
MALTtexi,0.0,-2.0
GLCtex_copy1,10.0,-2.0
FE3DCITtonex,0.0,-2.0000000000000018
PHEtex_num1,0.0,-2.0
PItex_num1,0.8389879091399787,-2.0
ACGAMK,0.0,-1.9999999999999734
METS_num1,0.13425723525141975,-1.9999999999999165
EX_cu2_e,0.0,2.0
CYSabc2pp,0.0,42.62222222222175
PRASCSi,0.389478970466104,-2.00000000000003
TRSARr_num1,0.0,6.039613253960852e-14
LYXI,0.0,-2.0
EX_pheme_e,0.0,0.0
PNTOtex_num1,0.0,-2.0
PPPNtex_num1,0.0,-2.0
PPTtex_num1,0.0,-2.0
PTRCtex_num1,0.0,-2.0
PYRtex_num1,0.0,-2.0
DSERtex_num1,0.0,-2.0
SERtex_num1,0.0,-2.0
SO4tex_num1,0.21902614671650159,-2.0
SPMDtex_num1,0.0,0.0
SUCCtex_num1,0.0,-2.0
SUCRtex_num1,0.0,0.0
TARTRtex_num1,0.0,-2.0
TAURtex_num1,0.0,-2.0
THRtex_num1,0.0,-2.0
THMDtex_num1,0.0,-2.0
CBIuabcpp,0.0,20.311111111110844
METDtex_num1,0.0,0.0
METtex_num1,0.0,-2.0
MNLtex_num1,0.0,-2.0
NAtex_num1,0.0,-2.0
NACtex_num1,0.0,-2.0
NH4tex_num1,9.393470603271284,-2.0
URIH_num1,0.0,26.311111111110847
XTSNH,0.0,22.311111111110904
INSH,0.0,22.311111111110904
BUTtex_num1,0.0,-2.0
CHLtex_num1,0.0,-2.0
CO2tex_num1,0.0,2.0
CRNtex_num1,0.0,0.0
PPK2,0.0,22.311111111110904
DINStex_num1,0.0,-2.0
DMStex_num1,0.0,2.0
CSNtex_num1,0.0,-2.0
CYNTtex_num1,0.0,-2.0
CYStex_num1,0.0,-2.0
CYTDtex_num1,0.0,-2.0
DCAtex_num1,0.0,-2.0
DCYTtex,0.0,-2.0
DGSNtex_num1,0.0,-2.0
MTHFR2,0.13425723525141975,-2.0000000000000533
ASPO3,0.0,2.0000000000000107
ASPO5,0.0,4.000000000000025
ASPO4,0.0,1.9999999999999396
ASPO6,0.0019813420785472005,-2.0000000000000018
LCTStex_num1,0.0,-2.0
LEUtex_num1,0.0,-2.0
LYStex_num1,0.0,-2.0
LYXtex_num1,0.0,-2.0
MANtex_num1,0.0,-2.0
MAN6Ptex_num1,0.0,-2.0
MELIBtex_num1,0.0,-2.0
DMSOtex_num1,0.0,0.0
DURItex,0.0,-2.0
EX_mal__D_e,0.0,102.22222222221967
FRUtex_num1,0.0,-2.0
FUCtex_num1,0.0,-2.0
FUMtex_num1,0.0,2.0
ACACT5r_num1,0.0,-20.755555555556157
MALDDH,0.0,-2.000000000000057
FE2tex_num1,0.013969418403676187,-2.0
NMNtex_num1,0.0,-2.0
NO2tex_num1,0.0,-2.0
DHPS2,0.0005818778975192514,-2.0000000000000195
MTHFC,0.859612827800479,-2.00000000000003
MTHFD,0.859612827800479,-2.0
BUTt2rpp,0.0,-2.0000000000000018
CADVtpp,0.0,388.97777777777054
QULNS,0.0019813420785472005,-2.0
ALKP,0.0,22.311111111110577
GDPtex_num1,0.0,2.0
EX_cobalt2_e,0.0,2.0
TMAtex_num1,0.0,-2.0
TMAOtex_num1,0.0,2.0
TREtex_num1,0.0,-2.0
L_LACD3_num1,0.0,-2.000000000000057
L_LACD2_num1,0.0,-2.0000000000000995
ACACT6r_num1,0.0,-39.688888888889096
TRPtex_num1,0.0,-2.0
TSULtex_num1,0.0,0.0
TYRtex_num1,0.0,-2.0
URAtex_num1,0.0,2.0
UREAtex_num1,0.0,2.0
URItex,0.0,2.0
VALtex_num1,0.0,-2.0
XANtex_num1,0.0,-2.0
XYLtex_num1,0.0,-2.0
ABUTtex_num1,0.0,-2.0
FORtppi_num1,0.0,-2.0
DATPHs,0.0,-2.0000000000000266
GLCTR1,0.0,-2.00000000000003
LIPAabcpp,0.0,-2.000000000000144
LIPACabcpp,0.0,-2.000000000000144
GGGABADr,0.0,-1.9999999999999467
EX_mso3_e,0.0,92.53333333333153
EX_23camp_e,0.0,690.3333333333221
EX_23cgmp_e,0.0,676.2222222222116
EX_23cump_e,0.0,456.6444444444353
EX_3amp_e,0.0,692.3333333333221
EX_3gmp_e,0.0,678.2222222222116
EX_3ump_e,0.0,458.6444444444353
EX_glyc__R_e,0.0,81.17777777777525
EX_eca4colipa_e,0.0,0.0
GLYOX3,0.0,-1.9999999999999734
FDMO3,0.0,-2.00000000000003
FDMO4,0.0,-2.00000000000003
BUTSO3abcpp_num1,0.0,-1.9999999999999734
ETHSO3abcpp,0.0,-1.9999999999999734
EX_sel_e,0.0,0.0
EX_hg2_e,0.0,0.0
O16GLCT1,0.0,-2.000000000000144
O16AP2pp,0.0,-2.0
O16AP3pp,0.0,-2.0
O16A4Lpp,0.0,-2.0
MALTATr,0.0,-2.0
DHBSH,0.0,-2.0
ENTERES,0.0,-2.0
FEOXAMUtex,0.0,-2.0
ARBTNtpp,0.0,4.577777777777722
ARBTNtex,0.0,4.577777777777722
23CAMPtex_num1,0.0,-2.0
23CCMPtex_num1,0.0,-2.0
23CUMPtex_num1,0.0,-2.0
23CGMPtex_num1,0.0,-2.0
3AMPtex_num1,0.0,-2.0
3CMPtex_num1,0.0,-2.0
LADGMDH,0.0,-2.0
ALAGLUE,0.0,2.0
FEENTERtpp,0.0,4.577777777777722
FEENTERtex,0.0,4.577777777777722
FE3HOXUtpp,0.0,-2.0
FEOXAMUtpp,0.0,-2.0
FECRMUtpp,0.0,45.56666666666598
FE3HOXR2,0.0,-1.9999999999998934
PTRCt2pp_num1,0.0,7.155555555555448
GGGABAH,0.0,-1.9999999999999858
FRULYSK,0.0,-1.9999999999999734
FDMO6,0.0,-2.00000000000003
SULFACabcpp,0.0,-1.9999999999999734
ETHSO3tex_num1,0.0,-2.0
BUTSO3tex_num1,0.0,-2.0
LIPOtex_num1,0.0,0.0
CYANSTpp,0.0,4.0
MCPST,0.0,-1.999999999999993
PHEMEabcpp,0.0,2422.3333333332916
METSOX1abcpp,0.0,-2.00000000000003
GALBDtex_num1,0.0,-2.0
LIPAHT2ex,0.0,-2.0
LIPAHTex,0.0,8578.399999999845
ECAP1pp,0.0,-1.9999999999995453
UDCPDPpp_num1,0.0,-2.0
ECAP2pp,0.0,-1.9999999999995453
ECA4OALpp,0.0,-2.0
FE3Ri,0.0,56.35555555555481
FE3HOXR3,0.0,-1.9999999999999467
FEENTERR1,0.0,-1.9999999999998934
FEENTERR3,0.0,-1.9999999999999467
SULFACtex_num1,0.0,-2.0
EX_sulfac_e,0.0,125.28888888888655
EX_butso3_e,0.0,249.39999999999492
EX_ethso3_e,0.0,165.48888888888592
NODOy,0.0,1.377777777777677
GALM2pp,0.0,-2.0
CU1abcpp,0.0,18.311111111110844
HG2abcpp,0.0,20.311111111110844
GLCTR3,0.0,-1.9999999999999165
HEPT4,0.0,-2.000000000000087
LA4NTpp,0.0,-1.9999999999995453
NODOx,0.0,-2.00000000000003
NOtex_num1,0.0,-2.0
NOtpp,0.0,-2.0
NHFRBO,0.0,48.35555555555521
N2Otpp,0.0,0.0
N2Otex_num1,0.0,0.0
CRNt8pp,0.0,0.0
CRNt2rpp,0.0,2.0
CRNDt2rpp,0.0,2.0
CTBTt2rpp,0.0,-2.0
42A12BOOXpp,0.0,-2.0
TYROXDApp,0.0,-2.0
PACALDt2rpp,0.0,-2.0000000000000018
PEAMNtex_num1,0.0,-2.0
PACALDtex_num1,0.0,-2.0
LIPOt2pp,0.0,4.577777777777722
NTRIR4pp,0.0,58.266666666665515
NTRIR3pp,0.0,58.266666666665756
INOSTt4pp,0.0,-2.0
PHEMEtiex,0.0,0.0
AGM3PA,0.0,-2.0
CYANtex_num1,0.0,0.0
SO3tex_num1,0.0,0.0
TCYNTtex_num1,0.0,0.0
ACANTHAT,0.0,513.8222222222118
METSOX2abcpp,0.0,-2.00000000000003
METSOX1tex_num1,0.0,-2.0
METSOX2tex_num1,0.0,-2.0
3UMPtex_num1,0.0,-2.0
3GMPtex_num1,0.0,-2.0
FALDtpp,0.0,-2.0
EX_tym_e,0.0,-2.0
METSOXR1_num1,0.0,-2.0
METSOXR2_num1,0.0,-2.0
DAPAL,0.0,-2.0
AMPTASECG_num1,0.0,-2.0
EX_imp_e,0.0,634.0666666666563
DOPAtex_num1,0.0,-2.0
4HOXPACDtex_num1,0.0,2.0
LACZpp,0.0,-3.410605131648481e-13
GPDDA1pp,0.0,-2.0
GPDDA5pp,0.0,-2.0
ETHAtex_num1,0.0,-2.0
G3PStex_num1,0.0,-2.0
FEENTERR2,0.0,-1.9999999999998934
FLVR_num1,0.0,1.3777777777777978
FE3HOXR1,0.0,-1.9999999999998934
FEENTERexs,0.0,4.0
FE3HOXexs,0.0,4.0
FECRMR3,0.0,-1.9999999999999467
FDMO2,0.0,-2.000000000000144
LALGP,0.0,46.62222222222155
AGM4PApp_num1,0.0,30.888888888889028
AGM4PA,0.0,6.577777777778238
RNDR3b_num1,0.0,3.3777777777777374
RNDR4b_num1,0.0,-0.6222222222222626
ACGAL1Ptex_num1,0.0,-2.0
ACGALtex_num1,0.0,2.0
GLCUR1Ptex_num1,0.0,-2.0
UDPGLCURtex_num1,0.0,-2.0
UDPGALPpp,0.0,-2.0
UACGAMPpp,0.0,-2.0000000000000284
UACGALPpp,0.0,-2.0
UGLCURPpp,0.0,-2.0
FEROpp_num1,0.0,-2.0
ISETACabcpp_num1,0.0,-1.9999999999999734
ISETACtex_num1,0.0,-2.0
GUR1PPpp,0.0,-2.0
UDPGtex_num1,0.0,-2.0
ACGAL1PPpp,0.0,-2.0
UDPGALtex_num1,0.0,-2.0
ACGAM1Ptex_num1,0.0,-2.0
UACGAMtex_num1,0.0,-2.0
UDPACGALtex_num1,0.0,-2.0
AM4PCP,0.0,-1.9999999999999432
AM3PA,0.0,-2.0
UM4PCP,0.0,-2.000000000000057
CBLAT,0.0,1.9999999999999467
MSO3abcpp,0.0,-1.9999999999999734
MSO3tex_num1,0.0,-2.0
FECRMR1,0.0,-1.9999999999998934
FECRMR2,0.0,-1.9999999999998934
TDP,0.0,22.31111111111074
3PEPTabcpp_num1,0.0,-2.00000000000003
4PEPTabcpp_num1,0.0,-2.00000000000003
AGM3Pt2pp,0.0,-2.00000000000003
AGM4Pt2pp,0.0,-2.00000000000003
AGMt2pp,0.0,-2.00000000000003
FECRMexs,0.0,4.0
ARBTNR1,0.0,-1.9999999999999467
ARBTNR2,0.0,-1.9999999999998934
ARBTNR3,0.0,-1.9999999999999467
ARBTNexs,0.0,4.0
FEOXAMexs,0.0,4.0
FEOXAMR1,0.0,-1.9999999999999467
FEOXAMR2,0.0,-1.9999999999998934
FEOXAMR3,0.0,-1.9999999999998934
PTHRpp_num1,0.0,-2.0
ARABDI,0.0,0.0
AGt3,0.0,6.577777777777722
CD2t3pp_num1,0.0,4.577777777777722
ZNabcpp,0.0,18.311111111110844
SKMt2pp,0.0,-2.0000000000000018
FE2t2pp,0.0,2.5777777777777224
R5PPpp_num1,0.0,-2.0
PSP_Lpp_num1,0.0,-2.0
TYRPpp,0.0,-2.0
GLYC2Ptex_num1,0.0,-2.0
PSERtex_num1,0.0,-2.0
R5Ptex_num1,0.0,-2.0
THRPtex_num1,0.0,-2.0
TYRPtex_num1,0.0,-2.0
PAPSR2_num1,0.0,-2.0000000000000036
GRXR_num1,0.0,-2.0
RNDR1b_num1,0.0,1.3777777777776237
RNDR2b_num1,0.0,-0.6222222222222626
FACOAE181,0.0,88.08888888888777
FACOAE160,0.0,-2.00000000000003
FACOAE140,0.0,-2.0000000000000604
CPGNR1,0.0,-1.9999999999999467
CPGNR2,0.0,-1.9999999999998934
CPGNR3,0.0,-1.9999999999998934
CPGNUtpp,0.0,-2.0
CPGNUtex,0.0,4.577777777777722
AAMYL,0.0,-2.0
AAMYLpp,0.0,-2.0
FACOAL80t2pp_num1,0.0,-2.00000000000003
PPGPPDP,0.0,-2.0000000000000195
CPGNabcpp,0.0,45.56666666666598
CPGNexs,0.0,4.0
CITtex_num1,0.0,-2.0
ACGAtex_num1,0.0,-2.0
DDCAtexi,0.0,-2.0
TTDCAtexi,0.0,-2.0
HDCAtexi,0.0,-2.0
GUACYC,0.0,48.62222222222165
23PDE2pp,0.0,-2.0
23PDE4pp,0.0,-2.0
23PDE9pp,0.0,-2.0
ATPHs,0.0,84.31111111110994
SARCOX,0.0,-2.0
GTPHs,0.0,-2.0000000000000266
MN6PP_num1,0.0,22.311111111110858
3KGK,0.0,-1.9999999999999734
EX_cd2_e,0.0,0.0
F6PP_num1,0.0,22.311111111110858
GDPMNH,0.0,-1.9999999999999734
FACOAL60t2pp_num1,0.0,48.62222222222175
IDONt2rpp,0.0,1.9999999999999964
ILEabcpp,0.0,13.733333333333174
INDOLEt2pp,0.0,-2.0000000000000266
INSt2pp_num1,0.0,-1.9999999999999734
LYXt2pp,0.0,-2.0000000000000018
GDPDPK_num1,0.0,46.62222222222175
OCDCAtexi,0.0,271.2388888888845
OCDCEAtexi,0.0,-2.0
G6Ptex_num1,0.0,-2.0
TUNGSabcpp,0.0,20.311111111110844
MOBDabcpp_num1,6.088408494224103e-06,-1.9999999999999734
MOBDtex_num1,6.088408494224103e-06,-2.0
NI2uabcpp_num1,0.0,18.311111111110844
NI2tex_num1,0.0002809365633763407,-2.0
R1PK,0.0,-6.039613253960852e-14
R15BPK,0.0,-2.0
Kabcpp_num1,0.0,13.733333333333174
LEUabcpp_num1,0.0,26.888888888888513
L_LACt2rpp_num1,0.0,-2.0000000000000018
MALt2_2pp,0.0,7.155555555555445
MALt2_3pp_num1,0.0,11.733333333333167
MALTabcpp,0.0,-1.9999999999999734
MALTHXabcpp,0.0,-2.00000000000003
MALTPTabcpp,0.0,-2.00000000000003
MALTTRabcpp,0.0,-2.00000000000003
MALTTTRabcpp,0.0,-2.00000000000003
MAN6Pt6_2pp,0.0,-1.9999999999999964
MANGLYCptspp,0.0,-2.0
MELIBt2pp_num1,0.0,-2.0000000000000018
METabcpp,0.0,-2.00000000000003
EX_fe3hox_un_e,0.0,0.0
GGPTRCS,0.0,112.97777777777702
EX_23dappa_e,0.0,103.17777777777559
RMNtpp,0.0,-2.0000000000000018
SERt4pp,0.0,-2.0
SUCCt2_3pp_num1,0.0,13.733333333333167
MNLptspp_num1,0.0,-2.0
NAt3_1p5pp,0.0,12.577777777777715
NAt3_2pp,0.0,8.577777777777719
NH4tpp_num1,9.393470603271284,-2.0
NMNPtpp,0.0,-2.0
NO2t2rpp_num1,0.0,2.0000000000000036
NO3t7pp_num1,0.0,-2.0
ORNabcpp,0.0,24.888888888888626
PIuabcpp,0.0,13.733333333333174
PNTOt4pp,0.0,-2.0
FRULYSDG,0.0,-2.0
METDabcpp,0.0,20.311111111110844
PROabcpp,0.0,17.733333333333174
PROt2rpp_num1,0.0,1.9999999999999964
PROt4pp,0.0,-2.0
PTRCabcpp_num1,0.0,22.888888888888626
ASNNpp,0.0,46.04444444444397
GLUNpp,0.0,6.577777777777754
NTD12_num1,0.0,-1.9999999999999947
FECRMtonex,0.0,-2.0
ARBTNtonex,0.0,-2.0
ADOCBLabcpp,0.0,729.4222222222108
EX_enter_e,0.0,0.0
EX_fecrm_un_e,0.0,0.0
EX_cgly_e,0.0,431.3333333333267
EX_chtbs_e,0.0,0.0
EX_gmp_e,0.0,678.2222222222116
EX_h2o2_e,0.0,4.0
EX_ump_e,0.0,458.6444444444353
EX_pydam_e,0.0,401.5333333333249
CRNabcpp,0.0,17.733333333333174
CRNDabcpp,0.0,17.733333333333174
DNTPPA_num1,0.0005818778975192514,-1.999999999999993
CTBTabcpp,0.0,13.733333333333174
NTPP9,0.0,-1.999999999999993
NTPP10,0.0,76.3111111111099
NTPP11,0.0,95.2444444444434
NTD10pp_num1,0.0,-2.0
NTD1pp_num1,0.0,-2.0
NTD2pp_num1,0.0,-2.0
NTD3pp_num1,0.0,-2.0
NTD4pp_num1,0.0,-2.0
NTD5pp_num1,0.0,-2.0
NTD6pp_num1,0.0,-2.0
NTD7pp_num1,0.0,-2.0
NTD9pp_num1,0.0,-2.0
PEAMNOpp,0.0,-2.0
GAL1PPpp,0.0,-2.0
H2O2tex_num1,0.0,2.0
ARGDCpp,0.0,124.04444444444346
ALLPI,0.0,-2.0
ALLK,0.0,-1.9999999999999734
ALLULPE,0.0,-2.0
ADEtex_num1,0.0,-2.0
ADNtex,0.0,-2.0
AGMtex_num1,0.0,-2.0
ALAtex_num1,0.0,-2.0
BALAtex_num1,0.0,-2.0
DALAtex_num1,0.0,-2.0
AMPtex_num1,0.0,-2.0
ARBtex_num1,0.0,-2.0
ARGtex_num1,0.0,-2.0
ASCBtex_num1,0.0,-2.0
FACOAL100t2pp_num1,0.0,-2.0000000000000604
RIBabcpp_num1,0.0,-1.9999999999999734
GPDDA3pp,0.0,-2.0
GPDDA4pp,0.0,-2.0000000000000284
GPDDA2pp,0.0,59.19999999999965
FACOAL120t2pp_num1,0.0,-2.00000000000003
FACOAL140t2pp_num1,0.0,-2.0000000000000604
FE3HOXtonex,0.0,-2.0
CU2abcpp,0.0,22.311111111110844
COBALT2abcpp,0.0,22.311111111110844
NI2abcpp,0.0,22.311111111110844
MG2uabcpp,0.0,27.466666666666296
HCYSMT2,0.0,-1.9999999999999734
MMETtex_num1,0.0,-2.0
FE3tex_num1,0.0,-1.5
MG2tex_num1,0.007545277669627728,-2.0
Zn2tex_num1,0.000296592470932917,-2.0
MMETt2pp,0.0,-1.9999999999999734
CD2tex_num1,0.0,0.0
GLNabcpp,0.0,-1.9999999999999734
GLUabcpp,0.0,17.733333333333174
GLUABUTt7pp,0.0,-2.0
GLUt2rpp,0.0,1.9999999999999964
GLUt4pp,0.004527166601776636,-2.0
GLYALDtpp,0.0,-2.0
EX_etha_e,0.0,92.59999999999792
ACGK,0.2572717893319337,-2.0
LCTSt3ipp_num1,0.0,11.155555555555448
ARBt3ipp,0.0,11.155555555555448
14GLUCANabcpp,0.0,-2.00000000000003
14GLUCANtexi,0.0,-2.0
DHPTPE,0.0,2.0
NADPHQR2,0.0,15.111111111110919
NADPHQR3,0.0,15.111111111110919
NADPHQR4,0.0,15.111111111110919
GLBRAN2,0.0,0.0
ASR,0.0,28.422222222221762
ASO3tex_num1,0.0,0.0
MANGLYCtex_num1,0.0,-2.0
EX_frulys_e,0.0,616.0444444444312
METOX1s,0.0,55.73333333333265
METOX2s,0.0,55.73333333333265
FRUURt2rpp,0.0,-2.0000000000000018
FRUURtex_num1,0.0,-2.0
ECAtpp,0.0,-2.0
O16AT,0.0,-1.9999999999998863
O16GALFT,0.0,-2.000000000000144
O16GLCT2,0.0,-2.000000000000144
O16AUNDtpp,0.0,-2.0
O16AP1pp,0.0,8366.733333333179
GLYCAt2rpp_num1,0.0,1.9999999999999964
GLYCAtex_num1,0.0,-2.0
EX_enlipa_e,0.0,0.0
EX_hacolipa_e,0.0,0.0
AGM4PCP,0.0,6.577777777778124
4PCP,0.0,-2.0
4PCPpp,0.0,6.577777777777669
FALDH2,0.0,-2.00000000000003
GLYBabcpp_num1,0.0,26.888888888888626
GLYC3Pt6pp,0.0,-2.0
